Date/Time,Heating:EnergyTransfer [J](Hourly),Cooling:EnergyTransfer [J](Hourly),DistrictHeating:HVAC [J](Hourly),DistrictCooling:HVAC [J](Hourly) 
 11/09  10:00:00,4678502.895824648,0.0,4678502.895824648,0.0 
 11/09  11:00:00,4144336.079329865,0.0,4144347.9552482648,0.0 
 11/09  12:00:00,3183144.572189282,0.0,3183185.608453461,0.0 
 11/09  13:00:00,3086105.8851534195,0.0,3086105.8851534195,0.0 
 11/09  14:00:00,3411019.35729289,0.0,3411019.3572928898,0.0 
 11/09  15:00:00,3641400.110439114,0.0,3641399.8454048859,0.0 
 11/09  16:00:00,4084517.5279261937,0.0,4084517.5279261937,0.0 
 11/09  17:00:00,4001513.5881460786,0.0,4001517.526000539,0.0 
 11/09  18:00:00,4195840.717134821,0.0,4195840.717134821,0.0 
 11/09  19:00:00,4674596.633578271,0.0,4674596.633578271,0.0 
 11/09  20:00:00,4617438.92814852,0.0,4617438.92814852,0.0 
 11/09  21:00:00,5301699.079234684,0.0,5301699.079234684,0.0 
 11/09  22:00:00,5413677.863843297,0.0,5413677.863843297,0.0 
 11/09  23:00:00,5586812.666458679,0.0,5586812.666458679,0.0 
 11/09  24:00:00,6075708.415433751,0.0,6075708.415433751,0.0 
 11/10  01:00:00,6201738.103859045,0.0,6201738.103859044,0.0 
 11/10  02:00:00,6326388.717073412,0.0,6326388.717073413,0.0 
 11/10  03:00:00,6468292.345514213,0.0,6468292.345514213,0.0 
 11/10  04:00:00,6596497.6882436559,0.0,6596497.6882436559,0.0 
 11/10  05:00:00,6736519.153098553,0.0,6736519.153098553,0.0 
 11/10  06:00:00,6891820.562802932,0.0,6891820.562802933,0.0 
 11/10  07:00:00,6430461.311363471,0.0,6430461.311363472,0.0 
 11/10  08:00:00,6068353.719695693,0.0,6068353.719695693,0.0 
 11/10  09:00:00,6518419.639070774,0.0,6518419.639070775,0.0 
 11/10  10:00:00,5942715.627862647,0.0,5942715.627862647,0.0 
 11/10  11:00:00,5193152.832704973,0.0,5193152.8327049729,0.0 
 11/10  12:00:00,3916374.0367614359,0.0,3916431.7886824004,0.0 
 11/10  13:00:00,3417046.8883537405,0.0,3417046.8883537405,0.0 
 11/10  14:00:00,3560532.673620788,0.0,3560532.673620788,0.0 
 11/10  15:00:00,3292128.5493380588,0.0,3292130.492618572,0.0 
 11/10  16:00:00,3315215.4134824506,0.0,3315215.413482451,0.0 
 11/10  17:00:00,3387093.6769134446,0.0,3387089.704731033,0.0 
 11/10  18:00:00,3879223.5907836656,0.0,3879223.5907836577,0.0 
 11/10  19:00:00,4549731.940414756,0.0,4549731.940414757,0.0 
 11/10  20:00:00,4616182.139297228,0.0,4616182.139297226,0.0 
 11/10  21:00:00,5291732.040388292,0.0,5291732.040388292,0.0 
 11/10  22:00:00,5381716.19147819,0.0,5381716.19147819,0.0 
 11/10  23:00:00,5528331.615933365,0.0,5528331.615933366,0.0 
 11/10  24:00:00,5991054.782481712,0.0,5991054.782481712,0.0 
 11/11  01:00:00,6010053.703459012,0.0,6010053.703459012,0.0 
 11/11  02:00:00,6067713.972067216,0.0,6067713.972067217,0.0 
 11/11  03:00:00,6130104.740841774,0.0,6130104.740841774,0.0 
 11/11  04:00:00,6166136.509953011,0.0,6166136.509953011,0.0 
 11/11  05:00:00,6209725.11716483,0.0,6209725.11716483,0.0 
 11/11  06:00:00,6214055.004569463,0.0,6214055.004569463,0.0 
 11/11  07:00:00,5603806.408447867,0.0,5603806.408447867,0.0 
 11/11  08:00:00,5159436.488190516,0.0,5159436.488190517,0.0 
 11/11  09:00:00,5569701.583311648,0.0,5569701.583311649,0.0 
 11/11  10:00:00,5445143.753677419,0.0,5445143.75367742,0.0 
 11/11  11:00:00,5167188.301636564,0.0,5167155.977525379,0.0 
 11/11  12:00:00,4367468.969076123,0.0,4367339.45789725,0.0 
 11/11  13:00:00,4304690.147870628,0.0,4304690.147870628,0.0 
 11/11  14:00:00,4647129.420746777,0.0,4647129.420746777,0.0 
 11/11  15:00:00,4590454.263246796,0.0,4590425.391140549,0.0 
 11/11  16:00:00,4635551.956593228,0.0,4635551.9565932289,0.0 
 11/11  17:00:00,4350434.101476532,0.0,4350419.191559975,0.0 
 11/11  18:00:00,4452142.7588658,0.0,4452142.758865799,0.0 
 11/11  19:00:00,4833088.388475826,0.0,4833088.388475826,0.0 
 11/11  20:00:00,4708321.482518756,0.0,4708321.482518756,0.0 
 11/11  21:00:00,5456277.419091536,0.0,5456277.419091536,0.0 
 11/11  22:00:00,5672470.11878764,0.0,5672470.118787639,0.0 
 11/11  23:00:00,5886299.326243494,0.0,5886299.326243494,0.0 
 11/11  24:00:00,6373376.287964019,0.0,6373376.287964018,0.0 
 11/12  01:00:00,6458581.920136249,0.0,6458581.920136249,0.0 
 11/12  02:00:00,6527560.302376608,0.0,6527560.302376609,0.0 
 11/12  03:00:00,6615156.597657104,0.0,6615156.597657103,0.0 
 11/12  04:00:00,6733767.450077946,0.0,6733767.450077945,0.0 
 11/12  05:00:00,6919915.44410445,0.0,6919915.44410445,0.0 
 11/12  06:00:00,7117242.019392236,0.0,7117242.019392236,0.0 
 11/12  07:00:00,6769995.925677998,0.0,6769995.925677998,0.0 
 11/12  08:00:00,6466297.595602693,0.0,6466297.595602695,0.0 
 11/12  09:00:00,6856388.165286329,0.0,6856388.165286329,0.0 
 11/12  10:00:00,5958817.277108425,0.0,5958817.277108425,0.0 
 11/12  11:00:00,4823459.798961866,0.0,4823459.798961867,0.0 
 11/12  12:00:00,3550729.000986656,0.0,3550716.702842693,0.0 
 11/12  13:00:00,3232984.568627986,0.0,3232984.568627986,0.0 
 11/12  14:00:00,3243296.1269530986,0.0,3243296.1269530986,0.0 
 11/12  15:00:00,3021696.8446728328,0.0,3021669.8285518598,0.0 
 11/12  16:00:00,3119898.6464580094,0.0,3119898.646458009,0.0 
 11/12  17:00:00,2940386.4275875187,0.0,2940347.8582664409,0.0 
 11/12  18:00:00,3089696.6389432486,0.0,3089696.6389432486,0.0 
 11/12  19:00:00,3422840.960157714,0.0,3422840.960157715,0.0 
 11/12  20:00:00,6122208.692662335,0.0,6122208.692662335,0.0 
 11/12  21:00:00,7342535.253275897,0.0,7342535.253275896,0.0 
 11/12  22:00:00,7346252.747709994,0.0,7346252.747709994,0.0 
 11/12  23:00:00,7601125.747309858,0.0,7601125.747309857,0.0 
 11/12  24:00:00,8043529.412117025,0.0,8043529.412117024,0.0 
 11/13  01:00:00,8099498.089125099,0.0,8099498.0891251,0.0 
 11/13  02:00:00,5358029.22763311,0.0,5358029.22763311,0.0 
 11/13  03:00:00,5176993.392175602,0.0,5176993.392175602,0.0 
 11/13  04:00:00,5278674.999401055,0.0,5278674.999401054,0.0 
 11/13  05:00:00,5478181.359096069,0.0,5478181.35909607,0.0 
 11/13  06:00:00,5620525.646543031,0.0,5620525.646543031,0.0 
 11/13  07:00:00,5131065.948919209,0.0,5131065.948919209,0.0 
 11/13  08:00:00,4702674.653468428,0.0,4702674.653468429,0.0 
 11/13  09:00:00,5157343.3140459409,0.0,5157343.3140459409,0.0 
 11/13  10:00:00,4865627.9360059029,0.0,4865627.9360059029,0.0 
 11/13  11:00:00,4331666.816021132,0.0,4331684.451322049,0.0 
 11/13  12:00:00,3414486.367669643,0.0,3414526.044077543,0.0 
 11/13  13:00:00,3354579.7033712037,0.0,3354579.7033712037,0.0 
 11/13  14:00:00,3643014.5528580986,0.0,3643014.5528580986,0.0 
 11/13  15:00:00,3572227.8248375037,0.0,3572255.4499838,0.0 
 11/13  16:00:00,3704698.832992563,0.0,3704698.8329925627,0.0 
 11/13  17:00:00,3535164.1494056035,0.0,3535176.8693768337,0.0 
 11/13  18:00:00,3784483.1106517578,0.0,3784483.1106517578,0.0 
 11/13  19:00:00,4275411.211586954,0.0,4275411.211586954,0.0 
 11/13  20:00:00,4224304.054286135,0.0,4224304.054286135,0.0 
 11/13  21:00:00,4827498.719561538,0.0,4827498.719561538,0.0 
 11/13  22:00:00,4886045.13117105,0.0,4886045.13117105,0.0 
 11/13  23:00:00,5087523.635716861,0.0,5087523.635716861,0.0 
 11/13  24:00:00,5663522.006139876,0.0,5663522.006139875,0.0 
 11/14  01:00:00,5776511.933265086,0.0,5776511.933265087,0.0 
 11/14  02:00:00,5910261.804264421,0.0,5910261.804264421,0.0 
 11/14  03:00:00,6101763.702459927,0.0,6101763.702459927,0.0 
 11/14  04:00:00,6283224.375702644,0.0,6283224.375702643,0.0 
 11/14  05:00:00,6451091.553139717,0.0,6451091.553139718,0.0 
 11/14  06:00:00,6551916.1463532489,0.0,6551916.1463532489,0.0 
 11/14  07:00:00,5981781.955095954,0.0,5981781.955095953,0.0 
 11/14  08:00:00,5451338.288077967,0.0,5451338.288077966,0.0 
 11/14  09:00:00,5808858.861922012,0.0,5808858.861922012,0.0 
 11/14  10:00:00,5526546.523782125,0.0,5526546.523782125,0.0 
 11/14  11:00:00,5062312.963158054,0.0,5062307.240432071,0.0 
 11/14  12:00:00,4192311.799233338,0.0,4192286.0389366166,0.0 
 11/14  13:00:00,4001845.106847517,0.0,4001845.106847517,0.0 
 11/14  14:00:00,4281051.283058569,0.0,4281051.283058569,0.0 
 11/14  15:00:00,4280609.702530719,0.0,4280590.47219369,0.0 
 11/14  16:00:00,4340459.981278166,0.0,4340459.981278166,0.0 
 11/14  17:00:00,4137560.9747928439,0.0,4137543.8910436478,0.0 
 11/14  18:00:00,4308015.089983266,0.0,4308015.089983266,0.0 
 11/14  19:00:00,4743158.482651027,0.0,4743158.482651027,0.0 
 11/14  20:00:00,4842392.191688508,0.0,4842392.191688508,0.0 
 11/14  21:00:00,5619151.715373976,0.0,5619151.715373974,0.0 
 11/14  22:00:00,5679706.177331215,0.0,5679706.177331215,0.0 
 11/14  23:00:00,5840873.320087038,0.0,5840873.320087038,0.0 
 11/14  24:00:00,6283721.012642894,0.0,6283721.012642894,0.0 
 11/15  01:00:00,6344636.522479445,0.0,6344636.522479445,0.0 
 11/15  02:00:00,6341245.230821263,0.0,6341245.230821263,0.0 
 11/15  03:00:00,6509515.44175778,0.0,6509515.4417577809,0.0 
 11/15  04:00:00,6679362.768532801,0.0,6679362.768532801,0.0 
 11/15  05:00:00,6816963.076402791,0.0,6816963.07640279,0.0 
 11/15  06:00:00,6859221.0416425899,0.0,6859221.041642588,0.0 
 11/15  07:00:00,6334757.328505891,0.0,6334757.328505892,0.0 
 11/15  08:00:00,5888434.763596874,0.0,5888434.763596874,0.0 
 11/15  09:00:00,6181871.701447152,0.0,6181871.701447152,0.0 
 11/15  10:00:00,5755162.761702759,0.0,5755162.761702759,0.0 
 11/15  11:00:00,4900599.799850915,0.0,4900599.799850915,0.0 
 11/15  12:00:00,3727839.610227528,0.0,3727834.96755355,0.0 
 11/15  13:00:00,3315640.155664527,0.0,3315640.155664527,0.0 
 11/15  14:00:00,3492316.367190434,0.0,3492316.3671904348,0.0 
 11/15  15:00:00,3494982.3829452379,0.0,3495004.7558447688,0.0 
 11/15  16:00:00,3714993.283705498,0.0,3714993.283705498,0.0 
 11/15  17:00:00,3706340.191086537,0.0,3706346.671002601,0.0 
 11/15  18:00:00,3936441.796077225,0.0,3936441.796077225,0.0 
 11/15  19:00:00,4347473.87721446,0.0,4347473.87721446,0.0 
 11/15  20:00:00,4370276.575911656,0.0,4370276.575911656,0.0 
 11/15  21:00:00,5146897.6990934149,0.0,5146897.6990934149,0.0 
 11/15  22:00:00,5331562.50609622,0.0,5331562.50609622,0.0 
 11/15  23:00:00,5660688.605269892,0.0,5660688.605269893,0.0 
 11/15  24:00:00,6206122.578382546,0.0,6206122.578382546,0.0 
 11/16  01:00:00,6402954.820091419,0.0,6402954.820091419,0.0 
 11/16  02:00:00,6614321.188112744,0.0,6614321.188112745,0.0 
 11/16  03:00:00,6765569.710636734,0.0,6765569.710636734,0.0 
 11/16  04:00:00,7006206.338565444,0.0,7006206.338565445,0.0 
 11/16  05:00:00,7243441.90939321,0.0,7243441.909393209,0.0 
 11/16  06:00:00,7429662.541950554,0.0,7429662.541950553,0.0 
 11/16  07:00:00,7045996.295953164,0.0,7045996.295953164,0.0 
 11/16  08:00:00,6709776.544160357,0.0,6709776.544160357,0.0 
 11/16  09:00:00,7161985.963643852,0.0,7161985.963643853,0.0 
 11/16  10:00:00,6691266.694533786,0.0,6691266.694533787,0.0 
 11/16  11:00:00,6156959.564166049,0.0,6156946.310446644,0.0 
 11/16  12:00:00,4790274.1017778129,0.0,4790226.409332484,0.0 
 11/16  13:00:00,4328200.679353317,0.0,4328200.679353316,0.0 
 11/16  14:00:00,4541009.94271606,0.0,4541009.942716059,0.0 
 11/16  15:00:00,4439421.726769559,0.0,4439392.225215504,0.0 
 11/16  16:00:00,4596981.3288520299,0.0,4596981.3288520299,0.0 
 11/16  17:00:00,4619685.0499358749,0.0,4619669.850018001,0.0 
 11/16  18:00:00,5017132.019207543,0.0,5017132.019207542,0.0 
 11/16  19:00:00,5583411.526079311,0.0,5583411.526079312,0.0 
 11/16  20:00:00,5545207.1478314469,0.0,5545207.147831446,0.0 
 11/16  21:00:00,6222668.145647393,0.0,6222668.145647393,0.0 
 11/16  22:00:00,6380483.975494426,0.0,6380483.975494426,0.0 
 11/16  23:00:00,6654689.327667458,0.0,6654689.327667458,0.0 
 11/16  24:00:00,7237750.950531908,0.0,7237750.950531909,0.0 
 11/17  01:00:00,7417897.071718518,0.0,7417897.071718516,0.0 
 11/17  02:00:00,7571026.763405302,0.0,7571026.763405302,0.0 
 11/17  03:00:00,7700151.362540284,0.0,7700151.362540284,0.0 
 11/17  04:00:00,7861858.382462089,0.0,7861858.382462088,0.0 
 11/17  05:00:00,8038558.410851929,0.0,8038558.410851929,0.0 
 11/17  06:00:00,8198774.504136256,0.0,8198774.504136256,0.0 
 11/17  07:00:00,7705327.974898181,0.0,7705327.974898181,0.0 
 11/17  08:00:00,7297364.247045578,0.0,7297364.247045578,0.0 
 11/17  09:00:00,7669158.394051933,0.0,7669158.394051934,0.0 
 11/17  10:00:00,7042840.655864292,0.0,7042840.655864292,0.0 
 11/17  11:00:00,5980610.074490787,0.0,5980610.074490787,0.0 
 11/17  12:00:00,4419141.06170207,0.0,4419106.815904598,0.0 
 11/17  13:00:00,3550719.4419293969,0.0,3550719.4419293969,0.0 
 11/17  14:00:00,3248230.919082936,0.0,3248230.9190829365,0.0 
 11/17  15:00:00,3018030.954532805,0.0,3018039.547099801,0.0 
 11/17  16:00:00,3342172.702775284,0.0,3342168.8374989496,0.0 
 11/17  17:00:00,3391717.4011992469,0.0,3391710.114255868,0.0 
 11/17  18:00:00,3798780.8500339037,0.0,3798780.8500339037,0.0 
 11/17  19:00:00,4435581.077230253,0.0,4435581.077230253,0.0 
 11/17  20:00:00,4428235.201460637,0.0,4428235.201460637,0.0 
 11/17  21:00:00,5083012.745875023,0.0,5083012.745875023,0.0 
 11/17  22:00:00,5226422.334537704,0.0,5226422.334537704,0.0 
 11/17  23:00:00,5585397.762388868,0.0,5585397.762388868,0.0 
 11/17  24:00:00,6086016.580819339,0.0,6086016.580819337,0.0 
 11/18  01:00:00,6203419.08510771,0.0,6203419.085107709,0.0 
 11/18  02:00:00,6208571.278726193,0.0,6208571.278726194,0.0 
 11/18  03:00:00,6256047.798736276,0.0,6256047.798736276,0.0 
 11/18  04:00:00,6386520.504841815,0.0,6386520.504841814,0.0 
 11/18  05:00:00,6538294.263135172,0.0,6538294.263135172,0.0 
 11/18  06:00:00,6661163.64980544,0.0,6661163.64980544,0.0 
 11/18  07:00:00,6222345.69126829,0.0,6222345.69126829,0.0 
 11/18  08:00:00,5749436.160559615,0.0,5749436.160559615,0.0 
 11/18  09:00:00,6128067.328042777,0.0,6128067.328042777,0.0 
 11/18  10:00:00,5873768.039080074,0.0,5873768.039080074,0.0 
 11/18  11:00:00,5485709.947058946,0.0,5485662.296708754,0.0 
 11/18  12:00:00,4499568.878086835,0.0,4499401.709165003,0.0 
 11/18  13:00:00,4185834.6130095806,0.0,4185834.613009581,0.0 
 11/18  14:00:00,4284285.497631187,0.0,4284285.497631187,0.0 
 11/18  15:00:00,4118295.928878195,0.0,4118251.459514403,0.0 
 11/18  16:00:00,4116797.4806112686,0.0,4116797.4806112686,0.0 
 11/18  17:00:00,3832203.9362713794,0.0,3832182.4272555985,0.0 
 11/18  18:00:00,3919460.331676564,0.0,3919460.3316765648,0.0 
 11/18  19:00:00,4299650.55162725,0.0,4299650.551627252,0.0 
 11/18  20:00:00,4242288.291261347,0.0,4242288.291261347,0.0 
 11/18  21:00:00,4862782.53367104,0.0,4862782.53367104,0.0 
 11/18  22:00:00,4915777.023042371,0.0,4915777.02304237,0.0 
 11/18  23:00:00,5184974.592581834,0.0,5184974.592581833,0.0 
 11/18  24:00:00,5773439.009692986,0.0,5773439.009692985,0.0 
 11/19  01:00:00,5848368.83096762,0.0,5848368.83096762,0.0 
 11/19  02:00:00,5908932.505098526,0.0,5908932.505098526,0.0 
 11/19  03:00:00,6034776.389895155,0.0,6034776.389895155,0.0 
 11/19  04:00:00,6125435.285006521,0.0,6125435.285006521,0.0 
 11/19  05:00:00,6099768.582440932,0.0,6099768.582440932,0.0 
 11/19  06:00:00,6039293.352724499,0.0,6039293.3527245,0.0 
 11/19  07:00:00,5492660.891841619,0.0,5492660.891841618,0.0 
 11/19  08:00:00,5035171.949901406,0.0,5035171.949901406,0.0 
 11/19  09:00:00,5471128.015392548,0.0,5471128.0153925479,0.0 
 11/19  10:00:00,5248795.0072351139,0.0,5248795.0072351139,0.0 
 11/19  11:00:00,4841104.049498553,0.0,4841061.887965286,0.0 
 11/19  12:00:00,3847543.4943698535,0.0,3847411.257367478,0.0 
 11/19  13:00:00,3543026.216323426,0.0,3543026.2163234266,0.0 
 11/19  14:00:00,3912659.3405174699,0.0,3912659.3405174708,0.0 
 11/19  15:00:00,3902618.355301646,0.0,3902593.9899994807,0.0 
 11/19  16:00:00,4123503.04653451,0.0,4123503.0465345096,0.0 
 11/19  17:00:00,4190199.355419404,0.0,4190270.0725863876,0.0 
 11/19  18:00:00,4503766.450000955,0.0,4503766.450000955,0.0 
 11/19  19:00:00,4959871.461030519,0.0,4959871.461030519,0.0 
 11/19  20:00:00,4991293.265918389,0.0,4991293.265918389,0.0 
 11/19  21:00:00,5874901.8040295089,0.0,5874901.8040295089,0.0 
 11/19  22:00:00,6111099.836837567,0.0,6111099.836837567,0.0 
 11/19  23:00:00,6429684.713786358,0.0,6429684.71378636,0.0 
 11/19  24:00:00,7038282.438162545,0.0,7038282.438162545,0.0 
 11/20  01:00:00,7208063.271844279,0.0,7208063.271844279,0.0 
 11/20  02:00:00,7151493.8470755,0.0,7151493.847075499,0.0 
 11/20  03:00:00,6996198.671956148,0.0,6996198.671956148,0.0 
 11/20  04:00:00,7034255.531524237,0.0,7034255.531524239,0.0 
 11/20  05:00:00,7147927.859023798,0.0,7147927.859023798,0.0 
 11/20  06:00:00,7385975.689670994,0.0,7385975.689670993,0.0 
 11/20  07:00:00,7043510.370982638,0.0,7043510.370982638,0.0 
 11/20  08:00:00,6668266.8019253299,0.0,6668266.801925328,0.0 
 11/20  09:00:00,7157473.509738803,0.0,7157473.509738803,0.0 
 11/20  10:00:00,6996948.6288001849,0.0,6996948.6288001849,0.0 
 11/20  11:00:00,6721336.029174029,0.0,6721365.204182066,0.0 
 11/20  12:00:00,5938524.058648092,0.0,5938584.776580093,0.0 
 11/20  13:00:00,5859236.4364250139,0.0,5859236.4364250139,0.0 
 11/20  14:00:00,6243520.881767709,0.0,6243530.673724638,0.0 
 11/20  15:00:00,6290506.308252322,0.0,6290513.428007902,0.0 
 11/20  16:00:00,6448685.902345885,0.0,6448685.9023458859,0.0 
 11/20  17:00:00,6132012.1781594869,0.0,6132006.265575676,0.0 
 11/20  18:00:00,6162355.50196338,0.0,6162355.50196338,0.0 
 11/20  19:00:00,6609711.715140959,0.0,6609711.715140958,0.0 
 11/20  20:00:00,6536665.329376335,0.0,6536665.329376336,0.0 
 11/20  21:00:00,7127370.998171934,0.0,7127370.998171933,0.0 
 11/20  22:00:00,7156738.738620369,0.0,7156738.738620369,0.0 
 11/20  23:00:00,7310135.9901253799,0.0,7310135.9901253799,0.0 
 11/20  24:00:00,7799289.57406849,0.0,7799289.5740684899,0.0 
 11/21  01:00:00,7925059.287874279,0.0,7925059.287874279,0.0 
 11/21  02:00:00,8040870.310713366,0.0,8040870.310713366,0.0 
 11/21  03:00:00,8118795.580690665,0.0,8118795.580690666,0.0 
 11/21  04:00:00,8164013.285835131,0.0,8164013.28583513,0.0 
 11/21  05:00:00,8277782.459637288,0.0,8277782.459637288,0.0 
 11/21  06:00:00,8485146.046808396,0.0,8485146.046808396,0.0 
 11/21  07:00:00,8110915.741772558,0.0,8110915.741772558,0.0 
 11/21  08:00:00,7744986.244153778,0.0,7744986.24415378,0.0 
 11/21  09:00:00,8215986.750904054,0.0,8215986.750904056,0.0 
 11/21  10:00:00,7928271.0074402489,0.0,7928271.0074402489,0.0 
 11/21  11:00:00,7461616.2259517,0.0,7461631.680692523,0.0 
 11/21  12:00:00,6502946.809399319,0.0,6502987.706289813,0.0 
 11/21  13:00:00,6221298.146274403,0.0,6221298.146274403,0.0 
 11/21  14:00:00,6334281.109844944,0.0,6334281.109844944,0.0 
 11/21  15:00:00,6167770.644708274,0.0,6167780.510433026,0.0 
 11/21  16:00:00,6241003.353060634,0.0,6241003.353060633,0.0 
 11/21  17:00:00,6077423.801292802,0.0,6077425.7234821389,0.0 
 11/21  18:00:00,6323908.616387885,0.0,6323908.616387885,0.0 
 11/21  19:00:00,6877499.925490561,0.0,6877499.92549056,0.0 
 11/21  20:00:00,6951155.545590155,0.0,6951155.545590155,0.0 
 11/21  21:00:00,7708058.864157187,0.0,7708058.864157187,0.0 
 11/21  22:00:00,7852998.764900706,0.0,7852998.764900706,0.0 
 11/21  23:00:00,8070779.355299066,0.0,8070779.355299067,0.0 
 11/21  24:00:00,8589414.372641325,0.0,8589414.372641325,0.0 
 11/22  01:00:00,7432566.352823652,0.0,7432566.352823653,0.0 
 11/22  02:00:00,6886609.482245741,0.0,6886609.482245741,0.0 
 11/22  03:00:00,7099451.668290601,0.0,7099451.668290601,0.0 
 11/22  04:00:00,7268210.840898375,0.0,7268210.840898374,0.0 
 11/22  05:00:00,7445739.705932032,0.0,7445739.705932032,0.0 
 11/22  06:00:00,7650844.491333151,0.0,7650844.491333151,0.0 
 11/22  07:00:00,7220881.237090093,0.0,7220881.237090093,0.0 
 11/22  08:00:00,6847597.751462698,0.0,6847597.751462696,0.0 
 11/22  09:00:00,7228893.544778209,0.0,7228893.54477821,0.0 
 11/22  10:00:00,7080723.108970239,0.0,7080723.10897024,0.0 
 11/22  11:00:00,7771297.76063158,0.0,7771297.76063158,0.0 
 11/22  12:00:00,6355843.148569315,0.0,6355885.581062063,0.0 
 11/22  13:00:00,5723599.710376711,0.0,5723599.710376712,0.0 
 11/22  14:00:00,5604960.597966709,0.0,5604960.59796671,0.0 
 11/22  15:00:00,5335674.430192963,0.0,5335678.0573852029,0.0 
 11/22  16:00:00,5426719.766346164,0.0,5426719.766346162,0.0 
 11/22  17:00:00,5408955.223449911,0.0,5408953.205077449,0.0 
 11/22  18:00:00,5640874.118584851,0.0,5640874.118584851,0.0 
 11/22  19:00:00,6079051.111451101,0.0,6079051.1114511019,0.0 
 11/22  20:00:00,5991872.919864607,0.0,5991872.919864608,0.0 
 11/22  21:00:00,6640926.095313328,0.0,6640926.095313327,0.0 
 11/22  22:00:00,6715190.689938083,0.0,6715190.689938083,0.0 
 11/22  23:00:00,6851854.317699958,0.0,6851854.317699958,0.0 
 11/22  24:00:00,7347822.187866375,0.0,7347822.187866375,0.0 
 11/23  01:00:00,7467091.457469334,0.0,7467091.457469333,0.0 
 11/23  02:00:00,7571791.781362977,0.0,7571791.781362978,0.0 
 11/23  03:00:00,7664262.712716801,0.0,7664262.7127168,0.0 
 11/23  04:00:00,7782982.7241372079,0.0,7782982.724137207,0.0 
 11/23  05:00:00,7887230.354114754,0.0,7887230.354114755,0.0 
 11/23  06:00:00,7970844.224189684,0.0,7970844.224189684,0.0 
 11/23  07:00:00,7462638.074339536,0.0,7462638.074339536,0.0 
 11/23  08:00:00,6990581.378217138,0.0,6990581.37821714,0.0 
 11/23  09:00:00,7287142.802316036,0.0,7287142.802316036,0.0 
 11/23  10:00:00,6899395.859572473,0.0,6899395.859572473,0.0 
 11/23  11:00:00,6415679.833897004,0.0,6415679.833897004,0.0 
 11/23  12:00:00,5434876.5262127169,0.0,5434752.268977473,0.0 
 11/23  13:00:00,5141590.802584987,0.0,5141590.802584987,0.0 
 11/23  14:00:00,4976952.9791755829,0.0,4976952.9791755829,0.0 
 11/23  15:00:00,4591953.4422264839,0.0,4591915.6683394149,0.0 
 11/23  16:00:00,4540557.360508255,0.0,4540557.360508256,0.0 
 11/23  17:00:00,4438861.372916486,0.0,4438840.180026865,0.0 
 11/23  18:00:00,4704876.237152837,0.0,4704876.237152837,0.0 
 11/23  19:00:00,5296299.611683892,0.0,5296299.611683891,0.0 
 11/23  20:00:00,5288152.517467195,0.0,5288152.517467195,0.0 
 11/23  21:00:00,6054215.549881309,0.0,6054215.549881309,0.0 
 11/23  22:00:00,6250644.681485564,0.0,6250644.681485565,0.0 
 11/23  23:00:00,6558287.840762897,0.0,6558287.840762898,0.0 
 11/23  24:00:00,7229165.684137606,0.0,7229165.684137606,0.0 
 11/24  01:00:00,7432448.417429293,0.0,7432448.417429293,0.0 
 11/24  02:00:00,7682889.1834540129,0.0,7682889.183454013,0.0 
 11/24  03:00:00,7935156.796319074,0.0,7935156.796319073,0.0 
 11/24  04:00:00,8186265.498558725,0.0,8186265.498558724,0.0 
 11/24  05:00:00,8351343.816724867,0.0,8351343.816724867,0.0 
 11/24  06:00:00,8453442.685247209,0.0,8453442.685247209,0.0 
 11/24  07:00:00,7894138.001936877,0.0,7894138.001936877,0.0 
 11/24  08:00:00,7417275.277155331,0.0,7417275.277155332,0.0 
 11/24  09:00:00,7851474.618028022,0.0,7851474.618028022,0.0 
 11/24  10:00:00,7593556.832782937,0.0,7593556.832782937,0.0 
 11/24  11:00:00,7053326.191853225,0.0,7053326.191853225,0.0 
 11/24  12:00:00,5337838.2221768409,0.0,5337571.918173468,0.0 
 11/24  13:00:00,4582884.457379519,0.0,4582884.457379519,0.0 
 11/24  14:00:00,4468470.650856892,0.0,4468470.650856892,0.0 
 11/24  15:00:00,4113258.586544795,0.0,4113255.1202999178,0.0 
 11/24  16:00:00,4147426.1279776759,0.0,4147426.127977676,0.0 
 11/24  17:00:00,4269576.634484763,0.0,4269578.313866669,0.0 
 11/24  18:00:00,4778130.368671484,0.0,4778130.368671483,0.0 
 11/24  19:00:00,5593017.122305562,0.0,5593017.122305563,0.0 
 11/24  20:00:00,5558545.816691133,0.0,5558545.816691132,0.0 
 11/24  21:00:00,6232705.506155868,0.0,6232705.506155867,0.0 
 11/24  22:00:00,6482815.797636156,0.0,6482815.797636156,0.0 
 11/24  23:00:00,6860061.96619547,0.0,6860061.96619547,0.0 
 11/24  24:00:00,7398976.172538062,0.0,7398976.172538062,0.0 
 11/25  01:00:00,7515040.83012293,0.0,7515040.830122928,0.0 
 11/25  02:00:00,7691484.310101703,0.0,7691484.310101701,0.0 
 11/25  03:00:00,7567063.072454665,0.0,7567063.072454665,0.0 
 11/25  04:00:00,6303041.668790579,0.0,6303041.668790579,0.0 
 11/25  05:00:00,6454756.936710974,0.0,6454756.936710974,0.0 
 11/25  06:00:00,8481718.310151602,0.0,8481718.310151602,0.0 
 11/25  07:00:00,7930035.260450438,0.0,7930035.260450439,0.0 
 11/25  08:00:00,7555889.149138939,0.0,7555889.1491389409,0.0 
